Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,27535.182940934,25870.7991864314,27226.6593510117,31602.470865136,41035.5008380177,53949.6764091147,62582.4453138755,65954.3419525051,80781.4039187792,60785.7351551657,76462.6119486736,103261.510293068,108470.387023229,103697.062789144,95840.6898934238,68985.2433380102,61253.6217997091,63279.8767486216,71039.9308240078,66841.3623185691,51683.5681078949,71751.9363398856,88701.4689763536,81816.9797967481,76688.6941743178,..
Qatar,QAT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.58659735173823,-1.14955560400423,2.16668917936438,-0.942747091301968,14.8021552361276,0.710908911730286,7.05038196586418,-5.0301345727959,-0.340739470062928,-0.705591683176323,19.0056903213096,12.8219517991965,-1.20900847640003,-5.12869057023956,-6.18522597672184,-3.86139446926616,-2.45109169349175,-4.15596174260121,-0.134744639831709,-1.52202223094245,-8.92441265745882,13.3616375901992,-1.79101615520977,1.58952825429188,-4.86788389922177,..
Qatar,QAT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,..,..,..,..,..,..,..,119.813998731699,66.3924121806651,..,..,..,..,76.7765106328858,90.125119455198,88.1393627331914,102.037633976359,81.0743191774912,88.9340624569185,90.7463988336303,114.52947718859,101.984395827124,70.3863620915124,78.9440988213698,0.0777139762733281,..
Qatar,QAT,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,..,..,..,..,..,..,..,95506240000,76530570000,..,..,..,..,152576230000,185860280000,142556460000,154823888553.058,130610060000,163047410000,160050720000,165393780000,183298740000,165907230000,171552250000,170320000,..
Qatar,QAT,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,..,..,..,..,..,..,..,..,..,..,..,9170012637.36263,1444230769.23077,8861813186.81318,5707967032.96703,2952472527.47252,7128021978.02197,708791208.791208,5709065934.06593,7262912087.91208,5164010989.01098,1253296703.2967,2307692307.6923,282692307.692307,1102747252.74725,..
Qatar,QAT,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.41667543235467,1.68498245614035,3.2221054423699,2.65541575709466,3.77817958307362,5.61413033419499,5.74881210770224,5.89621991232182,3.27806417009269,8.3076413079166,3.77775259249383,0.559389030984015,0.211888706229028,-0.422882374002756,0.504490726802349,0.662099797361452,0.510044269018025,0.612038519716031,-1.19249557946474,-1.59472392179342,-1.68550654608129,-0.608353395238639,0.0322850595933247,-0.21820397647038,0.209965001654649,..
Qatar,QAT,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,..,..,..,..,..,..,34.0889775327037,37.5603258981499,41.8031292020887,25.8891889006871,14.8846696577578,13.6543361574057,10.388928263689,10.3481321980898,26.5388691521305,14.9327220318888,12.4931647709093,11.3781965196652,10.3526565768574,7.56425238943788,16.0474503955043,17.2290996522603,18.5603378625659,15.8323569442847,13.3401844182152,..
Qatar,QAT,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,..,..,..,..,..,..,20754100000,29940120000,48186490000,25319200000,18401500000,22908600000,19410000000,20564610000,54729710000,24152160000,18956146617.5743,18330180816.8357,18980060000,13341180000,23174370000,30966230000,43748450000,34405060000,29236700000,..
Qatar,QAT,Real interest rate (%),FR.INR.RINR,..,..,..,..,-6.11969021542947,-18.3013168722464,-1.09043553056942,-3.19143165809333,-13.0638363628401,41.2529481378795,1.48559796210682,-11.8741237559613,-0.892305470429071,4.3121061593343,6.54371044408067,39.489533311065,14.3010036806249,-2.86772698643374,-6.612932396535,9.93784738580424,22.5996153112488,-15.1999775686584,-16.9329897515394,17.2405728884152,7.76605359681768,..
Qatar,QAT,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,26.8191380750549,34.860546679198,28.6488805970149,29.9643439991595,28.9788065309232,33.7175765465078,35.9945250912635,41.5745316248035,40.7995648060098,51.7329737686314,45.2373388621854,39.7485546141981,37.1241311974873,39.9969939270276,46.0862819020113,70.8000759257592,79.7080803179403,79.9670583781405,80.2896770761531,100.395316919837,138.419555490452,122.882297374756,100.67749171894,115.276944461652,118.865176019615,..
Qatar,QAT,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,26.848992977137,34.8932847744361,28.678248964304,29.9881582480184,28.9848665073759,33.7215866396037,35.9974581586654,41.5768407593261,40.8011854627094,51.7351086840494,45.2424054950745,39.7530248795648,37.1284395521664,40.0053190003995,46.0967802914243,70.8425328629447,79.760609083749,80.0816741444848,80.4367472352924,100.636054966417,138.85767457168,123.316526882953,101.083977869,115.736253465537,119.382843164292,..
Qatar,QAT,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,16938.7214410402,17811.9127028494,19201.3018874398,18983.9448332386,21557.4750763638,20198.1689051663,20140.3428752631,18323.3464644697,15946.7278040391,15063.2666244935,16779.9216747321,16473.4269691009,21456.0669284592,20642.1423232651,17814.5431104326,16427.7565434994,15178.8562114172,16718.237047918,16139.7708310186,15760.736902246,14869.2501075493,17100.7506118977,16683.663609726,..,..,..
Qatar,QAT,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,13180.0697376234,13654.902828484,14308.1108822351,15006.4054186888,15927.1826330735,16206.530588509,16309.1019920212,14954.554668851,14076.2948355149,14072.321327016,16314.001702094,17734.9160891971,18937.6918066136,16963.347397708,16893.7304373892,16644.508962674,16056.9986108829,16835.4400546779,17485.7230539839,17849.9895969806,16636.1982257203,19448.6029438183,19381.0862244213,..,..,..
